QUI,9510920
JOE,9479330
SOC,9363240
EGG,9231895
DAS,9196460
BEN,9191094
PAN,8892581
JIM,8781282
MIX,8693125
ODD,8599092
FOX,8565884
PEN,8561184
RES,8526763
MAX,8510831
UNE,8312351
THO,8303081
SUR,8183554
SCI,8160834
MRS,8058481
BOW,8033939
FUR,7947807
MAD,7917451
ING,7820315
BOB,7700916
DAD,7665418
TIE,7590471
ROD,7503470
RAT,7454249
LAS,7130689
TIN,7079098
EGO,7052855
MUD,7039412
XII,7010053
FIX,6966226
POT,6858401
ORE,6839675
COM,6833796
EVE,6739253
APT,6716152
MIT,6593411
OAK,6553165
INT,6490983
TEL,6442166
WIT,6339265
VIZ,6283768
XIV,6274711
RID,6269563
ATE,6135879
LIT,6077401
MOM,6017554
COW,5912598
DAN,5912027
HAY,5890358
TON,5832947
INN,5832493
CAL,5776643
ROY,5756693
PIN,5698467
BID,5661063
HON,5588125
JEW,5469272
PIG,5417892
PIT,5417111
KID,5401452
RIO,5268250
JAN,5158751
FAN,5136697
IST,5133778
LTD,5114860
OWE,5095351
HIV,5065021
HUT,5034745
FAX,5025787
LIP,5024035
PAS,4982381
DAM,4944743
ASH,4853585
BEG,4803058
POP,4786268
XVI,4741483
NAY,4600359
LEO,4592613
ALI,4560556
RNA,4549499
APP,4543703
JET,4542077
PET,4535100
INK,4517021
CIR,4493562
CHE,4447597
INS,4416830
PAT,4411318
DIM,4392509
HIP,4386796
SUE,4339236
VIS,4315562
UNA,4273756
ZUR,4260991
BET,4260333
RAM,4222115
DEM,4218518
SRI,4207709
DIS,4205052
WAX,4173786
LAB,4067608
MAC,4025001
TIS,4023452
JAW,4004717
CHI,3990072
NEO,3974223
BIS,3942146
ALS,3907885
ROM,3897395
HEY,3896061
NAT,3853341
AUF,3773666
SEQ,3756539
MOB,3746869
EIN,3746220
MAO,3738476
SIC,3729852
BEE,3729118
DUG,3705987
EXP,3702044
RIM,3701379
MAR,3684971
AVE,3674482
KIM,3665280
POR,3664215
LAP,3658960
GDP,3634110
DOS,3627707
ASS,3616426
BAN,3601553
ESQ,3572812
QUO,3540362
REF,3510715
TAP,3506892
JAY,3500708
TIM,3487458
TAB,3441336
KIN,3429297
HOC,3421520
GEL,3413244
FOG,3403446
REV,3373591
LAD,3367798
DIG,3358183
ETC,3335151
COR,3300146
IBM,3293051
MSS,3285425
CUM,3281526
DOC,3260146
ENG,3254919
PIE,3247601
ERE,3214980
TAG,3205067
BAT,3196727
HID,3164809
TAN,3145641
MAT,3136370
SER,3121426
JAR,3120546
BYE,3108333
NOS,3105193
AUX,3051733
XIX,3042986
TOE,3033073
DYE,3023486
KIT,3020497
BIN,3014594
SHY,3012389
COL,3010168
RUE,3010072
KEN,3003409
FIN,2998451
TED,2998312
COX,2988933
AUS,2972206
ROB,2970043
PUB,2966700
AWE,2946386
MON,2941756
DOT,2933450
LID,2932842
HEN,2888724
HAN,2887280
LBS,2879313
DIP,2860885
TOY,2854575
NUT,2840558
UPS,2786494
LIB,2780630
IAN,2779744
DEC,2766774
DEI,2759797
VAR,2747522
FOE,2742249
BEI,2706204
CAB,2683792
IBN,2682775
TOR,2674689
GUT,2659291
LAG,2653905
AMY,2648928
PAD,2641096
MOL,2631885
SPY,2608933
CIA,2602889
GUM,2600580
BUD,2593114
SAC,2577588
ABC,2556133
SQL,2550249
HAM,2545464
FBI,2517366
ANT,2501781
REG,2477106
DIN,2458134
SES,2455310
DOE,2450761
GEN,2442982
ABU,2422773
TAR,2416642
ANA,2401581
SIE,2401171
XXI,2378672
COD,2374812
IRS,2368503
IRA,2350623
LIN,2305015
MME,2265846
EPA,2250796
AXE,2247151
ADS,2231099
ICH,2195286
SEN,2180132
HUE,2178820
ATP,2150136
FRY,2149333
VIE,2133392
SOL,2129673
SED,2114367
XML,2112369
ISO,2111271
OFT,2082810
CES,2081440
CAS,2080622
YEN,2074837
EDN,2071601
CAM,2066883
IMF,2022966
CUE,2003412
DEW,1994480
ROT,1990402
FIR,1988290
SAP,1981427
LIU,1976755
KAY,1972728
RUM,1971619
PPM,1949255
GEO,1943050
RUB,1934514
MIS,1932196
ADA,1927780
RIB,1927343
OCT,1923137
OWL,1920285
ACE,1915508
TBE,1913409
RON,1908243
YEA,1900837
NAM,1896644
NOV,1891386
ONT,1888552
HOP,1881281
TUB,1877170
WOE,1875567
NUN,1875317
JAM,1869302
ESP,1869101
GNP,1866271
HUM,1865133
GAL,1860034
POE,1855717
EVA,1855697
FOL,1843906
FRO,1834509
COS,1831011
NED,1828738
TER,1828310
WIE,1819603
INC,1818000
PHD,1809747
VOW,1804105
TNE,1797621
NOD,1773441
ZUM,1769112
ARK,1764996
SKI,1760670
COP,1753786
REM,1749108
ANS,1700730
RYE,1693011
LOU,1688394
BBC,1687674
MAI,1687673
PSI,1686092
RAO,1682153
CEO,1675379
DAT,1675233
VER,1672469
DOM,1670555
ICY,1663208
SOW,1663090
REX,1656710
IVY,1654118
LAN,1652515
NIL,1647265
IDA,1646425
IHE,1641741
SPP,1641409
WEE,1633494
OPT,1625554
EQS,1618703
DIV,1618011
PAC,1601557
HAL,1598633
MIL,1587346
NUR,1586093
ALE,1573762
AMI,1566364
AUD,1564385
QUA,1561345
HET,1559943
XXV,1559064
LEA,1554060
EEC,1548626
ATM,1546988
WTO,1546688
XXX,1543141
LOC,1540217
CNS,1538824
PHI,1538328
VEL,1535379
SAO,1527662
YON,1523222
LUI,1522726
JON,1509308
ZOO,1507497
PEA,1506159
FEB,1503252
BUG,1501808
FAY,1494990
VAL,1491103
AYE,1488622
PEG,1488022
N'T,1487434
TIT,1482351
MEM,1479547
CPU,1472719
ZEN,1469883
MAS,1468419
ISA,1465404
GIN,1462772
PAL,1461708
KAI,1461305
APR,1461266
ODE,1460809
AUG,1459485
TCP,1458070
PUS,1455560
FDA,1455237
MAG,1454795
URN,1453967
ALT,1435577
MHZ,1433273
THA,1431515
HUB,1425027
DIR,1424857
RUG,1424509
BON,1422449
TIL,1420627
WAN,1404108
SUP,1398075
LOR,1396681
MRI,1396317
OOO,1395705
NAN,1390606
MEV,1388694
RAG,1387036
HOG,1385744
DOW,1377909
DEE,1374225
LAT,1371354
MIR,1367477
ROE,1365573
MAL,1363007
AFT,1357285
ELK,1357274
AMP,1351979
DAR,1350874
BOM,1345613
CBS,1336889
PCR,1334636
MUM,1327044
JUN,1324773
VAT,1318906
REC,1312642
TOW,1307251
BOT,1306472
RIP,1304912
LAI,1304370
HUG,1304362
POL,1304300
OCH,1303744
VET,1299259
DEV,1297437
GEM,1296819
VOM,1281492
APE,1273803
URL,1261850
MUS,1261370
REP,1256526
EUR,1246645
SUS,1241329
NMR,1240605
BIO,1237063
CHU,1233930
HUH,1230975
CAD,1228704
BER,1227539
CSF,1225876
ELM,1223313
FRA,1222589
TRI,1221799
FCC,1219492
NEL,1216939
WEI,1215573
RIG,1212093
SIP,1211492
SEP,1199489
BAS,1197844
MEG,1188979
EEG,1185841
WIR,1178882
MER,1177431
TEE,1173775
CIO,1171736
TUG,1170437
NEC,1168847
WWW,1162353
CIS,1161694
DET,1160283
YIN,1155326
SEM,1152922
ROI,1145671
HEM,1145238
RAJ,1141183
MOD,1139503
MAE,1135283
STA,1132529
SOM,1132289
SAL,1131288
ABE,1129239
HIE,1126632
NEE,1124425
ELI,1122098
OLE,1121525
ZIP,1115207
DAL,1110572
ASA,1107930
ALA,1106953
SOY,1101489
DLB,1094229
TAI,1092527
LAO,1089572
RAP,1088826
VOR,1088317
NAP,1088113
AUT,1086231
SPA,1083677
EBB,1081296
RPM,1078018
ANC,1076872
ELY,1073764
COT,1063060
REL,1061539
RAS,1057610
YER,1055816
SEW,1054431
ADV,1053253
SHI,1047519
DEG,1046066
IND,1045626
ITH,1042809
PAP,1042796
BOG,1040871
ERR,1039296
TAO,1038819
WEN,1029365
VIC,1028207
LAC,1027120
SUA,1026444
AFL,1020551
WED,1014344
ILS,1011325
GYM,1010838
NUM,1009887
SLY,1005922
LIZ,1005521
MPS,1004985
GIS,1004949
JUG,1002815
LEX,1002167
ACM,1000213
ABD,998645
ENT,998600
FAO,992496
POX,991104
LIS,978422
PRC,977254
API,975450
NBC,975405
SVO,973068
CDS,971672
MEL,969947
GIL,967032
IKE,963370
FER,958466
NOM,958168
CIV,954174
DSM,951924
LAM,951074
INF,949641
SOD,949010
DIT,947825
EEN,947554
TSE,945748
ECO,942506
IRE,940618
KHZ,936346
FDI,934680
WIG,933156
TOT,932868
FIO,932363
CHO,931399
IGG,929898
MPA,929029
DUN,928363
HRS,926357
NTH,918858
MOI,917931
WOW,914500
JUL,914404
BEL,907497
PAM,907298
THI,901424
SUI,897212
HEE,896573
KEV,896110
LAX,893141
BRO,892092
ATT,891731
TAT,889229
ITA,888102
KAN,881806
GDR,881489
LLC,880102
JUS,879816
PAZ,879719
PAW,879297
RAD,876646
GEE,874688
NGO,873261
PCS,872407
SIS,869191
BUR,865993
GPS,865749
LEY,862148
CCP,861214
UNO,860033
MPH,859605
PLO,859596
DAI,858796
ANG,856223
AIL,850623
AGR,845741
GUS,843689
DUC,842248
HOE,841604
BEY,839183
ASP,836211
ABA,835680
DIA,833425
MOS,832255
SDS,828293
MUG,828110
MES,823607
LEV,820343
AAA,819402
TAL,818823
SAS,818082
STD,815010
ORD,811277
FTP,808269
ITO,805451
HEW,805027
HAR,804234
SID,803519
TZU,802284
SHU,801140
ABS,800686
STE,798015
ECG,797756
OAR,797650
TEM,790783
REY,790237
SIG,787529
DVD,787360
PIC,785112
IRC,777743
HLA,777209
ADO,776801
FLU,776433
DNS,776028
PLY,772786
IMP,771516
APA,768095
GOA,765722
EEL,765327
ADJ,765245
SAR,762012
CMS,761951
TAM,761632
ACH,760663
PEW,759625
POD,756482
STR,755832
COA,753927
VAS,753446
VOS,752602
HUA,752436
OHM,750938
DEF,750876
RCA,749772
PUR,745842
ORG,743237
TAU,742318
TIC,741304
RAF,738382
SIM,738238
EXT,735226
SCH,733982
WAL,732983
TRA,732964
CRC,721988
DDT,721554
RMS,719972
OAT,718932
PRI,718012
HUI,717692
PBS,717458
ACC,716383
ARS,716249
JEN,715861
MOT,714415
POS,713322
HUN,713032
USS,711668
CDC,710224
DIX,709826
FDR,709016
GIT,707652
CAO,707470
EMS,705214
OÃ™,704860
GLI,703490
SOB,703018
UNI,702646
ILO,701201
UNS,700465
CPI,700175
BOR,698715
DRS,698381
WOO,698285
HCL,696625
GPA,695995
WAT,695937
DEO,694404
MIA,693737
FTC,690039
LOK,687904
GHZ,687514
CFR,687279
HAI,686959
GAG,685759
ERS,685490
PDF,685323
PUN,683160
AMA,680318
STS,679410
RAI,677376
LOO,675759
LEW,673735
JIN,672817
REA,672500
LOI,670965
ICC,670206
SEI,669366
GER,669347
CHS,669307
BUM,666998
GAO,665280
NHS,665183
ISM,665125
AIX,664375
TSP,664140
CHA,660331
SUO,658058
PIS,656842
LIM,653092
PPP,651885
PEU,651535
YRS,650844
AIN,648328
BAL,648100
ITY,647201
PAO,645800
MAU,645472
BUN,643175
FAS,642544
CUI,641482
ETA,639146
OVA,637291
LLL,637232
IDS,636663
JIG,635504
HEB,634318
DAB,634124
DEY,632925
CPS,632177
EQN,631080
ICT,630296
KUO,628041
DIO,626227
LIV,624269
CET,623513
LDL,623157
FAD,622938
KGB,622269
ICI,620955
DOD,619588
LSD,617755
PVC,612038
MEI,611826
IFF,611147
ORR,610451
SYN,610350
HUD,608625
SUL,604931
GAN,603102
TUN,602888
EAU,601970
RAE,600169
SAG,598973
LEN,598030
NAD,598002
NAS,597542
CPA,596522
HSI,596332
ADP,594257
TOD,592055
BRA,589073
PLA,589002
NYE,588081
SPD,587008
INA,586021
GUI,585967
FOI,585768
MOR,582766
LUC,581298
OBJ,581292
BCE,578944
SOE,576748
IIS,576017
CUB,574575
DUO,574013
NSW,573849
JAP,573542
CID,573023
CUR,572319
MBA,571240
ONS,570355
ECT,569416
RUL,569271
ANE,568538
MHC,568140
SOX,563829
ORB,563082
WAD,562157
PCI,561137
TEX,560938
YEW,559746
LAL,559701
REN,557722
ANI,556232
AIT,555043
ZOE,552040
DEA,549228
NIH,548831
SQQ,548039
BOO,545505
ELF,543462
TUM,543455
YAO,542663
CCH,542573
ANO,542139
CPR,542012
ARA,541954
IGA,541193
MGM,536384
VOU,536306
SUD,536179
FRI,534775
FUL,534669
FEN,534667
IHR,533728
NAG,530364
PIP,530017
EIS,529747
ORO,529498
IDE,529166
WRY,528481
POW,528360
CCC,527792
QRS,527653
LEI,527629
AHA,527102
PAK,526206
MOP,525786
IGE,524930
NIE,523952
FIE,521203
BUI,520920
GAR,519963
VIN,518160
HSU,517824
PIA,517750
WES,517366
UCC,516883
FSH,516626
JER,515642
PUP,515496
NIC,514088
CTS,513702
UBI,513332
VEN,511665
PRY,510858
ICS,510610
ESA,507938
JOT,507929
CHR,507689
EMF,505510
UMA,505100
ELL,502532
INV,502366
KEW,501889
ATA,501547
EDO,500597
CNN,500365
PTY,499185
BTU,497991
SAE,497375
IGM,497282
LXX,496341
VIR,494817
EMU,493902
FUT,493661
MAM,493657
FAC,493074
NAL,492848
CUL,491861
TAD,491699
GIG,490472
RPT,490426
IBS,490169
CRT,490139
MEE,487830
GES,487343
NEZ,486990
YAM,486415
OBS,485517
YAN,484632
AVA,483911
LON,483600
ESS,482832
PEP,481700
ICP,480972
TAY,480758
COE,480515
RET,480108
SIA,479811
FAM,479733
SYS,479591
ORA,478025
TRE,477639
DEB,477385
ZHU,477054
DUM,476121
SGT,475991
MIC,475451
FAA,474939
ITU,473449
KDA,471890
ROC,471091
PES,470742
BLE,470286
SEU,470228
PSA,469878
INE,469621
CSS,469530
SHA,469517
THT,467465
ABB,466020
ODA,465833
ECR,465684
NEA,465299
HDL,464925
MUY,464684
DIF,463484
GAD,462909
NEY,462852
BEA,462772
GOP,462136
RUT,461421
EPS,461385
MAV,460599
OPS,460591
NSC,459231
BOS,456153
BOD,455807
PVT,455663
ERP,454421
AEC,454289
PAI,453710
DEP,453707
FLO,453238
TSH,452740
ACS,452345
ATL,452320
LYE,451302
TES,450962
VID,450806
COY,450066
KOH,450026
HIA,449345
PEE,448874
IES,448843
CCD,448497
MSC,448494
EPH,448281
MEA,448126
WIL,447533
EWE,447300
RFC,446941
XLI,446922
AME,446919
PEI,446848
SOR,446524
HMM,446024
BAC,444818
ARI,444761
PAX,443662
LNC,442582
VES,441705
SOI,441598
HAP,441249
REI,440830
NFL,440776
WID,440284
EMG,440192
WAG,439676
HMS,438138
FRG,437781
USC,436950
TNF,436860
OSS,436684
BAI,436633
CWT,435899
PLC,435500
ONO,434953
NSF,432653
ABO,432317
MCA,431680
PCA,430338
GPO,429512
CEN,429250
FOB,428852
NEI,428559
ISP,427462
WER,427308
MOE,426470
XYZ,425748
OAS,424454
LII,424396
SAI,424087
URI,423670
SCR,423170
HEX,422533
CBC,421510
COO,421488
AMS,421136
ITT,420530
YAT,419788
HAG,419227
HMO,418778
NIS,418662
MOW,418651
ARG,418469
MGR,416924
YEH,416070
THS,415705
GOV,415679
MEQ,415017
CAI,414984
SAX,414661
JAI,414351
TUT,414176
HAW,414122
LPS,414018
LUX,413768
ICA,413025
ILE,412922
CPM,412537
KAO,412511
THC,412059
SOU,411911
PCB,410723
ARD,410301
TOU,408517
ADC,408179
IIL,407893
LAU,407644
MTS,406818
N'A,406211
ISI,406068
EIA,405966
COB,405644
OSI,405533
EOS,405360
AMT,405277
REE,404698
JOG,403106
NRC,402990
UML,402366
AST,401977
LAR,401974
LYS,401758
FIM,401541
JED,401034
APO,399124
KPA,398975
VUE,398468
REB,397991
SEL,397970
TVA,397785
AGA,397385
HOY,397328
UDP,397036
EDI,396594
KAT,396471
ADM,396346
SPE,396281
AVG,395625
ISH,395169
ROS,395078
LUZ,394434
INI,394169
WPA,393872
ALF,393113
ESL,391629
ONG,390599
FEU,389963
DOI,389519
NBA,388048
WAI,387472
BMI,387262
NIP,387038
QOS,386252
NOE,385923
XLV,385675
SSR,385152
IPS,384850
RUS,384624
NEG,383635
YOM,383363
AOL,383210
EMI,382994
BAO,382724
IFN,382535
ADI,382262
NRA,381991
OUS,381921
DAG,381198
THR,379962
NPS,379676
TWA,378974
IHM,378957
TAC,378935
HOS,378919
KMT,378834
FET,378600
SOS,378061
OND,378026
SCM,377878
ARO,377791
URE,377081
PTS,376825
WIS,376605
VCR,374738
EDW,374393
BIR,374129
SOO,373059
DSS,372582
PTA,370929
CMV,370837
SSI,370755
ENS,370332
CER,370082
BSA,369751
CMC,368603
PAH,368257
NER,368173
ABT,367434
ICU,367424
IOS,367212
SHO,367179
YUN,367144
LEU,366516
GEV,366454
IOO,366349
RHO,365660
MAB,365026
IVE,364037
JAS,363752
CIC,363065
GIF,362150
ARY,361742
WAA,361092
SNR,360912
ESC,359998
LTS,359821
CCA,359760
PAG,359683
UTE,359632
LST,359163
BAB,358672
CSA,358241
AMD,357771
UFO,357362
KWH,356867
ESR,356568
TAK,356341
MIO,356199
CEA,355913
HOR,355010
MEX,354763
IAS,354673
PHP,354544
PÃ…,354521
CIP,353892
JIT,353056
HAE,352561
AES,352425
MCI,351592
VOC,351389
ETE,349953
NEU,349520
GAZ,348943
SSA,348737
NOI,348331
SOP,347058
TLC,346908
TIA,346842
ISS,346653
DMA,346511
SRC,345757
TET,345108
ALP,344425
LIL,344312
HCG,343253
NND,342992
COG,342205
PMS,342164
N'Y,342091
CRO,341902
ECU,341862
PTH,341856
TAE,341755
SIB,341642
LDP,341064
MIG,340787
ASI,340749
HSV,340430
KER,340428
BIB,340001
SAH,339503
FRE,339227
MUT,339174
IGF,339128
PYM,338467
BTA,338279
YEP,338266
RIA,337623
ARP,337484
FOS,337366
HOI,337275
DOL,336315
BNA,336143
NAI,336103
FAB,336034
VIP,335926
BIA,335489
DCS,334934
TAS,333615
CHD,333613
SOT,333571
EFT,332821
NPV,332152
OTC,330905
DOR,330767
ACP,330299
IFS,330217
CRM,330161
TUC,329963
HOO,329652
KMS,329004
PTE,328922
HUS,328732
KIP,328509
ADB,328412
LUG,328214
NOX,327467
CGI,326899
AGI,326476
OAU,326335
FEZ,325784
MGO,325330
FHA,325261
CMD,324803
BAM,324058
USB,323990
PCP,323787
PRA,322562
OCD,322208
LÃ€,321667
MUN,321536
RSS,321332
RAV,321155
LUO,320505
HYG,320503
GOE,320287
BMW,320188
OLS,320186
HAC,320181
APS,319902
NIV,319749
EKE,319366
BJP,319209
ZIG,318870
DAO,318462
OFA,317838
IMS,317747
BOA,317637
JSP,317605
AKA,317101
VED,316703
ABM,316539
JOS,316211
PID,315896
SLE,315405
ACK,315390
OTT,315362
MAJ,315234
HIR,315205
NEP,314822
JFK,314190
EPR,313957
PIO,313592
ADR,313279
MRP,313175
HOU,312610
CRS,312473
BOK,312267
ZIA,311605
EMP,311603
UAW,311383
STU,310678
NAH,310459
CLR,310343
VIT,310168
TUR,309999
HIN,309383
DAC,309028
ATC,308482
ETH,308386
CVD,308351
GRE,308296
USD,308177
PPS,307996
RGB,307959
SMS,307480
ROK,307141
ADH,306983
ETS,306696
VOX,306547
ACL,306376
POM,306267
WOT,306144
POI,305945
NPC,305696
SCC,305429
EPI,305381
ITI,305378
EUX,305375
MAH,305341
MAK,305068
CEC,304993
BSC,304884
DOO,304830
RHE,304080
SST,303994
NOL,303496
MAW,303486
THU,302989
DUB,302817
TAJ,302481
KUN,302104
FIL,301966
APC,301822
IAM,301793
VPN,301618
HTM,300746
PDA,300697
ISE,300665
HAV,300662
RSV,300355
LCD,300127
OMB,299993
WEL,299426
ERG,298964
CFA,298629
KAM,298581
NYT,298477
CPP,297994
JIB,297657
UST,296954
IUS,296929
ANV,296802
ITE,296653
FUE,296404
STM,296347
OST,296090
AAN,295347
AAS,294864
KGS,294781
FEI,294753
JUR,294612
PYE,294594
NAC,294465
ICD,294339
TQM,294307
CPC,293916
OUI,293826
VAC,292950
WYE,292903
ASM,292758
FID,292300
ESE,292260
FIA,292243
IHN,292018
VIL,292014
KEE,291951
VOI,291484
NIT,291461
LOP,291439
IEP,291175
TOI,290057
EFF,290020
DDR,289294
CBD,289176
EUM,288181
ZEE,288033
SDI,287700
MOO,287567
NES,287542
RSA,286911
MMM,286777
KEG,286704
UNC,286522
TSO,285358
FTA,284718
IRR,284633
CFC,284549
ZED,284446
LEM,284426
MEW,284287
GTP,284175
BAH,284049
BEV,283864
SSL,283374
CPT,283372
BCD,282892
PCM,282882
MTV,282068
TTL,281166
ELS,281156
UTI,280982
THF,280343
GMS,280173
DUR,279600
GST,279301
FEM,279278
RBC,279246
ECM,279175
LOA,278793
TUE,278733
TCA,277999
PLS,276415
LIF,276230
ULM,275967
MLA,275729
ADE,275559
SCO,275558
ORT,275457
RAB,275163
NIN,275115
FIS,275073
WOR,275000
CIL,274814
SNA,274634
RPC,274291
HCI,274170
MSA,274047
EXE,273989
MCC,273892
SCS,273858
HWY,273639
OPP,273514
SPS,273436
ILI,273088
ECJ,273073
AFP,273041
HAB,272430
VEX,272376
SSU,271988
OTH,271549
ODO,271534
PIU,271435
HRM,271189
TUA,271186
JEM,270934
OTA,270916
RIC,270613
ENV,269668
EDU,269551
PHE,269359
ASL,269263
LOB,268865
SMA,268789
PHA,268475
AVI,268234
KAR,267993
RST,267889
LUN,267359
AFF,267023
ITC,266686
ILK,266667
CAY,266103
DBA,266102
FOY,265496
SSP,265135
UDC,265011
IPC,264977
HYM,264462
IFE,264315
PDS,264182
ETT,263769
NAR,263113
TOV,263111
UMM,263017
PEO,262770
SAV,262629
FHE,262435
IOR,261839
GSM,261462
ASE,261445
ARF,260617
IRI,260304
STP,260091
KON,259947
HPV,259051
USO,257882
DAU,257691
BCG,257585
QIN,257385
STC,257071
AFR,257021
CAA,256613
BNT,256252
IVF,256220
DSC,256101
NYC,256084
CIE,256056
HAO,255876
PIR,255621
CDU,255558
SIL,255443
OED,255310
CSP,255210
FCP,255045
SLA,254992
GOO,254613
TKE,254529
WEG,253561
FMS,253143
AAD,253099
OBI,253070
BLY,253034
YII,252801
KAL,252777
TGF,252409
YEE,252399
RUA,252309
OME,252221
HBV,252117
CDR,252109
DSP,251977
SRS,251822
IOC,251263
AFM,250961
WHA,250830
IDF,250693
IEC,250268
NAE,250174
IMO,249938
EAS,249907
LTR,249780
MOV,249447
STO,248991
AMC,248297
BPS,248018
NSA,247869
NGC,247862
WAH,247420
PDP,247350
CBT,247278
PSD,247108
RDA,247088
FES,247062
ATH,247055
ABR,246697
PEL,246630
DIC,246540
GUO,246457
THB,246446
UCS,246419
PFC,246240
TOL,246159
FRS,245895
CRI,245562
NPT,244939
FLA,244596
IVA,244528
MDS,244164
HOM,243921
BOP,243843
CCS,243690
NTS,243586
YAG,243495
AIA,242999
EGF,242923
JPN,242363
MCP,242319
SBA,241856
LOD,241811
ANU,241666
FOO,241229
HOA,240905
CFS,240687
PAU,240636
ACA,240609
TNT,240603
RER,240569
TEC,240420
LDC,240168
LER,240052
GIA,239691
ARR,239470
SEG,239429
DLL,239104
EJB,238705
PHU,238335
ARB,238163
LVI,238140
MUR,237981
HAH,237823
TSU,237726
IBI,237645
ECA,237573
CLC,237531
AIS,237378
RIS,237076
ZAG,236796
IPO,236629
ABI,236614
IIA,236086
EAM,236064
SPC,235981
NDP,235713
LBJ,235627
CVS,235608
GON,235474
GLY,235383
ACI,235116
MPC,234944
HOB,234922
CLE,234912
VEZ,234741
NFS,234674
LIX,234652
HIC,234358
ILA,234335
FFT,234258
IUD,233992
SOA,233801
SIO,232787
YAP,232679
SSC,232594
PSP,231855
YAH,231717
JCS,231661
HOD,231232
TEH,231082
ALU,231012
CPL,230680
ENE,230416
CHF,230034
CSR,230000
JUD,229968
TLS,229891
NEB,229720
CBI,229555
MSG,229534
ICJ,229341
JES,229213
BEM,228861
PKI,228662
IBO,228648
PPB,228641
TOC,228585
JOH,228524
NHL,228037
TMS,227602
HES,227580
FEC,227350
PGA,227190
PCT,227182
IVO,227056
MFA,226980
APL,226776
WUZ,226749
NGA,226371
MIE,225841
DSL,225731
DAV,225462
VIM,225371
IMA,225342
ELE,225190
PNG,225010
JEU,224602
SME,224600
YAW,224435
IAA,224360
LDS,223891
MOU,223696
BAU,223537
CIN,222934
RTS,222815
VBA,222789
YAK,222539
SOV,222446
CIM,222359
ZEA,222195
BAA,221963
RAL,221477
ECK,221381
VEE,221320
ASC,220939
MGA,220172
CBA,219989
EON,219704
ALK,219670
TPA,219650
USP,219543
ATI,218743
LYN,218711
ORS,218702
CMP,218655
ORI,218611
SYM,218390
GAM,218274
SPL,218225
BVO,218131
RTE,217972
HEI,217793
EDP,217715
ADL,217568
HUR,217429
PNP,217119
GFR,216569
USR,216524
IFC,216482
NAW,216324
OXY,216271
LNG,215906
GAB,215899
XIN,215807
